t,query_p,query_q,query_r
0.0,0x0.0p+0,0x0.0p+0,0x0.0p+0
0.0,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.03,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.060000000000000005,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.09,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.11999999999999998,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.15,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.18000000000000002,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.21000000000000005,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.24000000000000007,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.2700000000000001,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.3000000000000001,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.3300000000000001,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.36000000000000015,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.3900000000000002,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.4200000000000002,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.45000000000000023,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.48000000000000026,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.5100000000000002,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.5400000000000003,0x1.077e989c2e248p-3,-0x1.579da6725167dp-3,-0x1.93e329db3ff10p-4
0.5700000000000003,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.93e329db3ff10p-4
0.6000000000000003,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.93e329db3ff10p-4
0.6300000000000003,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.93e329db3ff10p-4
0.6600000000000004,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.93e329db3ff10p-4
0.6900000000000004,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.93e329db3ff10p-4
0.7200000000000004,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.93e329db3ff10p-4
0.7500000000000004,0x1.077e989c2e248p-3,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.7800000000000005,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.8100000000000005,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.8400000000000005,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.8700000000000006,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.9000000000000006,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.9300000000000006,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.9600000000000006,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
0.9900000000000007,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.0200000000000007,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.0500000000000007,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.0800000000000007,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.1100000000000008,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.1400000000000008,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.1700000000000008,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.2000000000000008,-0x1.14f0085316600p-9,0x1.7eeb93c40d5e4p-4,-0x1.12bff557267dap-4
1.2300000000000009,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.12bff557267dap-4
1.260000000000001,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.12bff557267dap-4
1.290000000000001,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.12bff557267dap-4
1.320000000000001,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.12bff557267dap-4
1.350000000000001,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.12bff557267dap-4
1.380000000000001,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.12bff557267dap-4
1.410000000000001,-0x1.14f0085316600p-9,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.440000000000001,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.470000000000001,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.500000000000001,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.5300000000000011,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.5600000000000012,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.5900000000000012,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.6200000000000012,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.6500000000000012,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.6800000000000013,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.7100000000000013,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.7400000000000013,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.7700000000000014,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.8000000000000014,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.8300000000000014,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.8600000000000014,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.8900000000000015,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.87a90edf964b0p-7
1.9200000000000015,-0x1.2a45e26291b85p-3,0x1.e352fc51a3970p-6,-0x1.09ccc1f89c1fep-4
1.9500000000000015,-0x1.2a45e26291b85p-3,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
1.9800000000000015,-0x1.2a45e26291b85p-3,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.010000000000001,-0x1.2a45e26291b85p-3,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.0400000000000005,-0x1.2a45e26291b85p-3,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.07,-0x1.2a45e26291b85p-3,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.099999999999999,-0x1.2a45e26291b85p-3,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.1299999999999986,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.159999999999998,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.1899999999999973,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.2199999999999966,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.249999999999996,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.2799999999999954,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.3099999999999947,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.339999999999994,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.3699999999999934,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.399999999999993,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.429999999999992,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.4599999999999915,-0x1.f45199c813e20p-5,0x1.069569fb99716p-3,-0x1.09ccc1f89c1fep-4
2.489999999999991,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.5199999999999902,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.5499999999999896,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.579999999999989,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.6099999999999883,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.6399999999999877,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.669999999999987,-0x1.f45199c813e20p-5,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.6999999999999864,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.7299999999999858,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.759999999999985,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.7899999999999845,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.819999999999984,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.849999999999983,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.8799999999999826,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.909999999999982,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.9399999999999813,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.9699999999999807,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
2.99999999999998,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
3.0299999999999794,0x1.1ae6f2690a7cep-3,-0x1.409a8434eb880p-9,0x1.20a13c63faac0p-9
3.0599999999999787,0x1.1ae6f2690a7cep-3,-0x1.1f0f06373626cp-5,0x1.20a13c63faac0p-9
3.089999999999978,0x1.1ae6f2690a7cep-3,-0x1.1f0f06373626cp-5,0x1.20a13c63faac0p-9
3.1199999999999775,0x1.1ae6f2690a7cep-3,-0x1.1f0f06373626cp-5,0x1.20a13c63faac0p-9
3.149999999999977,0x1.1ae6f2690a7cep-3,-0x1.1f0f06373626cp-5,0x1.20a13c63faac0p-9
3.179999999999976,0x1.1ae6f2690a7cep-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.2099999999999755,0x1.1ae6f2690a7cep-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.239999999999975,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.2699999999999743,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.2999999999999736,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.329999999999973,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.3599999999999723,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.3899999999999717,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.419999999999971,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.4499999999999704,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.47999999999997,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.509999999999969,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.5399999999999685,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.569999999999968,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.5999999999999672,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.6299999999999666,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.659999999999966,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.6899999999999653,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.7199999999999647,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.749999999999964,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.7799999999999634,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.8099999999999627,0x1.1ec5a10c655acp-3,-0x1.1f0f06373626cp-5,0x1.ee13fd8ca66d8p-5
3.839999999999962,0x1.1ec5a10c655acp-3,-0x1.a59d2a86949dcp-5,0x1.ee13fd8ca66d8p-5
3.8699999999999615,0x1.1ec5a10c655acp-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
3.899999999999961,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
3.92999999999996,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
3.9599999999999596,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
3.989999999999959,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.019999999999959,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.049999999999958,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.079999999999957,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.109999999999957,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.139999999999956,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.1699999999999555,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.199999999999955,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.229999999999954,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.259999999999954,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.289999999999953,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.319999999999952,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.349999999999952,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.379999999999951,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.40999999999995,-0x1.03f15b5a10484p-3,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.43999999999995,-0x1.bf7e6b2f40db0p-4,-0x1.a59d2a86949dcp-5,0x1.35c1f51157e8cp-4
4.469999999999949,-0x1.bf7e6b2f40db0p-4,-0x1.a59d2a86949dcp-5,0x1.d8c310532dc18p-5
4.4999999999999485,-0x1.bf7e6b2f40db0p-4,-0x1.a59d2a86949dcp-5,0x1.d8c310532dc18p-5
4.529999999999948,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.559999999999947,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.589999999999947,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.619999999999946,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.649999999999945,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.679999999999945,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.709999999999944,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.739999999999943,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.769999999999943,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.799999999999942,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.8299999999999415,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.859999999999941,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.88999999999994,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.9199999999999395,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.949999999999939,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
4.979999999999938,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
5.009999999999938,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
5.039999999999937,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
5.069999999999936,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,0x1.d8c310532dc18p-5
5.099999999999936,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,-0x1.58930117903f0p-4
5.129999999999935,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,-0x1.58930117903f0p-4
5.159999999999934,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,-0x1.58930117903f0p-4
5.189999999999934,-0x1.bf7e6b2f40db0p-4,0x1.dd5a20859b1e8p-4,-0x1.58930117903f0p-4
5.219999999999933,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.2499999999999325,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.279999999999932,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.309999999999931,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.339999999999931,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.36999999999993,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.399999999999929,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.429999999999929,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.459999999999928,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.489999999999927,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.519999999999927,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.549999999999926,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.5799999999999255,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.609999999999925,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.639999999999924,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.6699999999999235,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.699999999999923,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.729999999999922,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.759999999999922,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,-0x1.58930117903f0p-4
5.789999999999921,0x1.e264e3d453228p-4,0x1.7ea7d736ea8cap-3,0x1.5bb95c5a5cb20p-4
5.81999999999992,-0x1.3b5f2c63f79dap-4,0x1.7ea7d736ea8cap-3,0x1.5bb95c5a5cb20p-4
5.84999999999992,-0x1.3b5f2c63f79dap-4,0x1.7ea7d736ea8cap-3,0x1.5bb95c5a5cb20p-4
5.879999999999919,-0x1.3b5f2c63f79dap-4,0x1.7ea7d736ea8cap-3,0x1.5bb95c5a5cb20p-4
5.909999999999918,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
5.939999999999918,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
5.969999999999917,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
5.9999999999999165,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.029999999999916,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.059999999999915,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.089999999999915,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.119999999999914,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.149999999999913,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.179999999999913,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.209999999999912,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.239999999999911,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.269999999999911,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.29999999999991,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.3299999999999095,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.359999999999909,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.389999999999908,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.419999999999908,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.449999999999907,-0x1.3b5f2c63f79dap-4,-0x1.0bbb3fc415714p-4,0x1.5bb95c5a5cb20p-4
6.479999999999906,-0x1.5fc2502af4e0dp-4,-0x1.0bbb3fc415714p-4,-0x1.34564d327b674p-5
6.509999999999906,-0x1.5fc2502af4e0dp-4,-0x1.0bbb3fc415714p-4,-0x1.34564d327b674p-5
6.539999999999905,-0x1.5fc2502af4e0dp-4,-0x1.0bbb3fc415714p-4,-0x1.34564d327b674p-5
6.569999999999904,-0x1.5fc2502af4e0dp-4,0x1.b26458aa97040p-6,-0x1.34564d327b674p-5
6.599999999999904,-0x1.5fc2502af4e0dp-4,0x1.b26458aa97040p-6,-0x1.34564d327b674p-5
6.629999999999903,-0x1.5fc2502af4e0dp-4,0x1.b26458aa97040p-6,-0x1.34564d327b674p-5
